,content,score
1004,"Kecewa dengan Tokopedia untuk pembelian program kartu pra kerja,dan sudah menyelesaikan kelas nya, saya juga sudah menulis reting dan ulasan pada tanggal 22 Oktober 2020 ,tetapi sertifikat kartu pra kerja saya belum muncul di dashboard Kartu pra kerja padahal sudah sebulan",1
1005,Kok mengecewakan sekali ya tokopedia... Akun saya sudah lama dan skrg nomornya hilang padahal pakai email yg sama dan skrg saya mau ubah nomor malah ditolak terus padahal persyaratan sudah sesuai sudah lengkap dari screenshoot data transaksi dan ktp juga sangat jelas buku tabungan juga no. Rek nya tercantum di tokopedia dan biasa saya buat tarik saldo penghasilan... Keterlaluan sekali pengajuan perubahan nomor ditolak terus sudah 4x..cs nya di email juga gk ada solusi!!!,1
1006,"Saya bener2 kecewa bnget saya baru pesan barang d tokopedia baru sekali udah ngecewain skli saya pesan barang mlah yg d kirim barang lain,nya tokonya dari kbupaten kudus pusat herbal sunah gak mau tanggung jawab paraaah baanget",1
1007,"Terimakasih Tokopedia sangat membantu saya,saya sudah mengikuti pelatihan prakerja di Arkademi untuk kelas K3 ,semoga Tokopedia semakin sukses dan saya makin bertambah ilmu dengan adanya kelas di Arkademi dengan pembelian di Tokopedia...pokoknya mantap",5
1008,kenapa tokopedia qak ada mode qelap yaa kemaren versi sebelumya bisa... apa ada di pengaturan???,5
1009,"Terimakasih tokopedia yang sudah bekerja sama dengan kartu prakerja, saya sudah menyelesaikan pelatihan dengan baik dan bisa menambah wawasan saya.. disini selain bisa belanja juga bisa nambah skill pengembangan. Tokopedia memang sip sip",5
1010,Kelas yg diberikan sangat menarik di Tokopedia. Jd bisa belajar untuk usaha baru.. terimakasih,5
1011,Saya sdh lama pakai aplikasi ini tapi baru kali ini kalau koneksi pakai wifi tokopedia tdk mau konek muncul tulisan tdk ada internet... Tapi aplikasi yg lain berjalan normal dan lancar menggunakan internet lewat wifi.. Kalau wifi dimatikan.. Pakai data pulsa.. Koneksi tokopedia lancar.. Ada apa ya.. Baru kali ini seperti ini.,5
1012,"Hello tokopedia,, saya sudah mengikuti pelatihan prakerja di hellomotion Academy,, tokopedia sangat membatu ditambah lagi banyak vocher yang kita dapatkan,, semoga tokopedia dan prakerja sukses selalu memberikan yang terbaik buat masyarakat indonesia,, tokopedia onlineshop paling berguna dan menyenangkan buat saya,, jaya selalu tokopedia..",5
1013,"jelek tiba tiba gabisa pake promo!! cs nya tidak membantu sama sekali, kalo udah ada bantuan saya ubah bintangnya",1
1014,"kok sekaran aplikasinya jadi lelet ya, buka aplikasi loadingnya lama padahal buat browshing ma buka aplikasi toko sebelah lancar lancar aja",3
1015,"Terimakasih Tokopedia, saya sangat puas, dan sangat membantu dalam pembelajaran pelatihan skill akademik yg ada di sini. Tapi saya minta bantuan saya sudah ikut pelatihan dan isian² yg diberikan dan sudah saya. menyelesaikan,tetapi belum muncul sertifikat di dashboard prakerja nya sedangkan saya sudah menunggu 2minggu. Mohon bantuannya terima kasih",5
1016,"Tokopedia memang terbaik saya suka sekali aplikasi belanja online ini saya langganan beli pulsa disini mudah banyak diskonnya banyak cashbacknya,, Saya harap tokopedia bisa berikan diskon potongan ongkir lebih besar lagi sebab ongkir pengiriman luar jawa mahal sekali bagi saya, Percuma saya beli barang promo murah tapi terbebani ongkir yang mahal, Kadang saya iri dengan orang yang berada dipulau jawa mereka belanja online mudah sekali ongkir paling mahal 10rb, Sedangkan kami bisa sampai 80rb",5
1017,Pengalaman berbelanja apa saja!!! Silahkan dicoba aplikasinya!!! Good luck,5
1018,Terima kasih tokopedia atas kerja samanya.saya sebagai pengguna kartu prakerja telah membeli pelatihan dtokopedia yang jadi media saya untuk mengikuti webinar zoom oleh skill academy.karna memberi pelajaran sangat mudah..semoga tokopedia semangkin jaya,5
1019,"Terimakasih Skill academy, Tokopedia dan prakerja. Saya sudah menyelesaikan pelatihannya. Materinya sangat bagus dan memudahkan saya yang masih baru belajar. Ilmunya sangat bermanfaat. Terimakasih banyak sukses selalu.",5
1020,"Terimakasih Tokopedia,skill academy, dan prakerja dengan adanya pelatihan ini saya terbantu dengan materi dan ilmu yang d berikan oleh skill academi yang dijembatani tokopedia.. semoga selalu hadir dan dapat trus membantu kami dalam hal jual beli..👍👍",5
1021,"Haii~kenalin nama aku Zahwa,,aku baru download Tokopedia nih waktu aku liat liat barang barang nya bagus bagus trus aku (kepikiran buat nyobain beli) yaudah aku nyobain beli barang siapa tau sesuai ekspektasi ehh ternyata bener dong sesuai ekspektasi yang aku mau🙂",5
1022,Belanja di toko pedia murah meriah Gratis ongkir n diskonharga yg lebih memuaskan dari pusat perbelanjaan lain,5
1023,"Aplikasi belanja online terbaik dengan fitur yang mudah dalam pengoperasiannya, cashbacknya mantap",5
1024,"Sayang pembelian gratis ongkir pembayarannya gk bisa cod, walaupun barangnya sedikit lebih murah dari apk sebelah. karna alasan pembayaran cod harus bayar ongkir,total belanjaan jadi jauh lebih mahal jika dibandingkan dengan apk sebelah yg bisa cod digabun dng voucher gratis ongkir",2
1025,"halo Tokopedia, tokopedia sangat memuaskan, bukan hanya untuk belanja online disini, tapi juga bisa untuk belajar online, dan tokopedia sudah membantu saya untuk memahami soal soal yang sudah diberi kan, Terimakasih Tokopedia",5
1026,"lebih mudah untuk.belanja, dan tidak ribet....tapi satu keluhanku, kok kirimannya agak lambat, beda dengna toko lain, dengan ongkos yg sama, tapi lebih cepat...jadi tolong pihak tokped di perhatikan itu....thanks",5
1027,Terimakasih tokopedia saya beli pelatihan di sini sangatlah bagus buat mengasah ilmu pengetahuan saya..,5
1028,"Tokopedia is the best, saya mengikuti pelatihan program pekerja Sangat sangat detail cara penjelasan nya tentang bahan2 kopi, alat2, cara pembuatan dll menurut saya pribadi sangat beruntung bisa belajar disini melalui platform pembayaran tokopedia di skill acadamy, lewat program prakerja pemerintah bisa mendapatkan pelatihan secara gratis dan ilmu dan wawasan sekali lg terima kasih skill academy dan prakerja serta tokopedia",5
1029,"saya sangat berterimakasih atas adanya pekatihan skill academy di tokopedia , karna informasi yang saya dapat sangat mudah di pahami dan di mengerti , saya juga merekomendasikan pelatihan di skill academy di tokopedia ini , terimakasih 🙏",5
1030,Aplikasi dari awal download sampai sekarang gangguan terus. Tidak bisa diakses. Sangat buruk,1
1031,Tokopedia sangat membantu saya disaat saya membutuhkan barang yang saya cari..makasih Tokopedia,5
1032,"Saya baru tau ternyata selain tempat belanja online ternyata toko pedia bisa menyediakan untuk tempat peltihan prakerja online,, sangat membatu buat konsumen ygmembutuhkan,, pelayanan ny juga sangat menyenangkan dan memuaskan, terimakasih tokopedia..",5
1033,"Hallo Tokopedia, say setia rohmi. Saya telah selesai mengikuti pelatihan kartu prakerja melalui kelas skill academy. Jujur sangat membantu sekali mengikuti pelatihan di sini untuk saya yang ingin belajar bisnis. Saya samgat puas & bangga terhadap tokopedia dan skill academy. Terima kasih tokopedia.",5
1034,Kenapa tokopedia yang sekarang beda sama yg dulu ya gak bisa melakukan pembayaran menggunakan saldo tokopedia,3
1035,"Tolong dong min, bantuannya agar sertifikat prakerja saya muncul di dashboard. Karena sudah beberapa bulan saya sdh menyelesaikan semu pelatihan belum juga mendapatkan sertifikat.",5
1036,"Komplain abiz buat tokped dan reseler'y pesen barang di tokped bayar di gerai alfa tiba2 pesanan di batalkan sepihak biaya fee gerai tidak balik sehingga saya harus bayar 2 kali fee di gerai alfa bayangkan kalo kejadian ini kepada 1 juta orang konsumen tokped kali sekian selama 30 hari brp nominalnya,, kemudian pesen lagi pake saldo refund pas liat di detail ngga sesuai dengan saldo jadi berkurang entah sistemnya eror atau gimana kesel jadinya..pesen jadi ngga bisa pake saldo refund..",1
1037,Terimakasih Tokopedia sudah membantu sy dlm akses pelatihan diprakerjaa. Sukses selalu buat Tokopedia,5
1038,"TERIMA KASIH TOKOPEDIA YANG BISA MEMBAWA GIRL BAND ASAL KOREA ""BLACK 💜💜💜 PINK"" UNTUK TAMPIL TGL 25.11.2020 JAM 21.30 DI TOKOPEDIA PLAY,- SALUT UTK TOKOPEDIA & BLACK PINK MANAGEMENT. 💜💜💜",5
1039,Gini aq ni dah masuk bolak balik ke akun no ponsel ampe Google tapi suruh donlod apalagi astagfirullah lemot bgt padahal sinyal dah 4G kan kesel bngt mau masuk ke akun aja yg muncul tulisan download aja kan bete padahal promonya pen aku sikat semua hanya itu masalahnya nya ya pihak tokoped pen gwe uninstall aja ni apk😤,2
1040,"Trimakasih Tokopedia,sangat membantu saya dlm platihan prakerja,dan semoga bermamfaat bagi semua org🙏",5
1041,"Hi tokopedia.. App sangat membantu, mudah dan bermanfaat.. Maju terus!!!",5
1042,Mau coba pinjeman ke dana instan tp baru upload foto ktp aja tiba2 langsung dari aplikasi.. gk jelas!,3
1043,Susahnya masuk ke akun Ovo. SMS otp nya lambat masuk. sementara waktu tunggu cuma 30 detik..,3
1044,"tiba tiba pesanan dibatalkan padahal dah bayar, sedih:( tapi untung uangnya balik",5
1045,"sudah bertahun tahun menjadi pelanggan tokopedia, beli barang aman, duit aman, ga pernah merasa was was. dan akhirnya beli pelatihan prakerja pun saya putuskan beli di tokopedia, di cakap. semoga mengispirasi buat semua.",5
1046,"Terimksh tokopedia saya sangat senang sekali ikut pelatihan dsini ,,trimksh buat kak Ryan yg udah kasih tau cara merias diri_ sangat mudah dimengerti buat make up dengan simple dan gak ribet ,,semakin kita mnghargai dri kita semakin kita PD ajh make up natural yg bikin kita nyaman dilihat.",5
1047,"Tokopedia sangat membantu sekali,apalagi dengan adanya prakerja lewat tokopedia jadi lebih mudah",5
1048,"Mantap sekali saya sangat senang belanja di tokopedia , sangat membantu di saat pemdemi kek gini",5
1049,"Assalamualaikum.. terimakasih Tokopedia,skil Academy,dan pra kerja lembaga pelatihan yang sangat membantu saya dalam menyelesaikan pelatihan, materinya bagus,mudah untuk saya pahami, bermanfaat banget tentunya saya sangat terbantu dengan adanya program prakerja ini dapat menambah pengetahuan saya.suskes selalu..",5
1050,Terimakasih membantu dalam pelajaran materi via tokped. Mempermudah untuk mendalam i ilmu. Thanks,5
1051,"Member saya platinum transaksi kurang 6jt lebih barusan saya berhasil belanja 9jt lebih koq member saya kembali ke platinum ,, saya chat devia care malah diam gak ada balasan,, wooooyyt",3
1052,"Membantu banget,tapi emang ada yang lebih mahal dari harga toko,harga di postingan tidak sesuai",5
1053,Mampus sama ongkir nya masa barang harga 50 ribu rupiah ongkir nya 100 ribu tolong di pertimbangkan.,1
1054,"Berbelanja lebih mudah dan aman, saran berikan teguran atau ambil tindakan untuk toko"" yg bilang barang ready tapi nyatanya barang tidak ready yg mengakibatkan dipengiriman barang jadi lama karena barang tidak ready saat itu, trims sukses trs tokopedia",5
1055,Sungguh kecewa jual lewat toko pedia malah saldo penghasilan tidak bisa di ambil dan di belanjakan uang 800k hangus 🥺😭😭😭,1
1056,"Aplikasi nya bagus!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! TAPI IKLANNYA BIKIN EMOSI BGT. Klo buat iklan sewajarnya donk. Tujuan iklan biar orang tertarik eh ini malah bikin orang jengkel aja, tiap kali buka web di gugel selalu muncul",2
1057,"Saya kecewa beli pelatihan prakerja di toko pedia, sudah mau 2 Minggu tidak keluar sertifikat nya, tidak tepat janji dan tidak bertanggung jawab, sampe sekarang tidak ada kejelasan, padahal saya sudah ikut pelatihan,menyelesaikan 100%, memberi ulasan, sampai saat ini tidak ada kejelasan, jujur saya menyesal beli di sini,,",1
1058,"Terima kasih Tokopedia atas kerja samanya, Dan saya sudah menjalankan pelatihan dan webinar, pelajarannya sangat bagus dan menarik/bermanfaat, menambah wawasan dan ilmu pengetahuan. Sukses dan jaya selalu Tokopedia.",5
1059,"1 aja ya. Sudah 2 kali saya beli di tokopedia dan keduanya dibatalkan secara tiba tiba dengan alasan melanggar syarat dan ketentuan promo yang saya pakai dan saya ada baca bahwa promo bisa merugikan penjual dan tokopedia. Padahal waktu sebelum checkout, promo dan kupon bisa dipakai. Tolong dibenahi promo dan kuponnya, agar pembeli tidak kecewa belanja disini. Lama-lama pembeli malas belanja disini kalau promonya gabisa dipakai.",1
1060,"Lebih baik dari OLSHOP yg lain, Barang lebih banyak yang ori, ada garansi pula.",5
1061,"Terima kasih Tokopedia,skill academy dan kartu prakerja.lembaga pelatihannya sangat membatu dalam menyelesaikan pelatihan,dan materi yang di berikan juga sangat mudah di pahami.saya sangat terbantu dengan adanya program prakerja ini.",5
1062,Jujur harga barang barangnya mahal bangetttttt Jadi aku udah lama download tapi aku belum pernah beli sekalipun,1
1063,"Hai Tokopedia, saya telah mengikuti pelatihan disini, ini sangat membantu dan mudah dipahami, semoga program ini berkelanjutan dan Tokopedia selalu menjadi bagian didalamnya,",5
1064,"Selama jual/beli online baru ini ketemu aplikasi aneh. Anda yg memberikan voucher,,kapan dipake gagal dibilang melanggar aturan karna akun yg sama,,2x kejadian begini. coba anda teliti yg sama hanya alamat & no tlp,, Nama & email beda,,kalau anda salahkan gimana kalau suami/istri/anak/keluarga yg tinggal serumah mau beli barang yg sama?? Dh pasti kan alamat sama hanya Hp Nama & akun email yg beda. Dan anda sendiri yg membebaskan tambahkan alamat ,jdi harusnya gx masalah kalau alamat mau sama.",1
1065,"Hai ak Ersha, ak kasih bintang lima karna belanja disini bagus lho guys beneran deh g nyesel, apalagi setiap bulan ada acara festival WIB yg mengundang beberapa idola kita contohnya ak, ak army fans ny bts, jadi bakal betah deh belanja disini.",5
1066,"Yang kasih dibawah bintang 5 kalian tidak ada akhlak ini kan platform mempermudah kita untuk bertransaksi, berbelanja dsb.. kalo kalian ada masalah teknis dalam apk ini.. tokped kan sudah ada menu care nya yang bisa kalian hubungi.. jangan buat rating nya hancur dengan komenan tidak bermoral. Hargai pembuat platform 👍 semoga selalu memberikan pelayanan yang terbaik 👍👍👍",5
1067,Agak kecewa karena pesanan saya dibatalkan! Tokopedia kurang mendalami masalah pengunduhnya.,1
1068,Pembelajaran yang saya dapatkan melalui tokopedia Lebih mudah di pahami dan sangat bermanfaat buat saya,5
1069,"Alhamdulilah... Terimakasih Tokopedia telah memudahkan saya untuk membeli kelas prakerja. Sangat membantu saya. Rekomendasi banget, jangan lupa untuk temen temen untuk bertransaksi di Tokopedia. Sekian, terimakasih 🙏",5
1070,Respon penjual sangat buruk beda dengan shopee yang sangat ramah kalo ada bintang 0 dah ku kasih bintang terendah,1
1071,"Sangat luar biasa✌️😍🤩 Tapi bolehkan saya minta tolong mbak sis pak om mas, kenapa atas nama pijai Kumar sinaga tidak bisa memberikan ulasan pada tokopedia ketika telah selesai melakukan kelas skill akademi, kenapa tidak ada transaksi berhasil pada tanggal 4 September 2020 ketika pembelian prakerja pelatihan sukses interviem/wawancara kerja.. Mohon bantuannya. Soalnya akibatnya sertifikat di kartu prakerja tidak dapat sertifikat,kalau di skiil academi sudah dapat,gara2 itu saya TDK dpt insektif",5
1072,"Sangat sangat kecewa ,saya beli barang dengan total 500 ribu lebih dan barang y masih blm saya trima sudah hampir 1 bulan dan di kterangan y barang sudah diterima,, trs say komlen dan pihak tokopedia bersedia mengganti uang y dan sdah 2 minggu uang masih blm dikembalikan,bener2 sialan gk bisa menangani masalah dan sangat merugikan pembeli.sangat lambat smoga tdk terjadi kpd orang lain..",1
1073,"Ribet sumpah mau komplen ke customer care nya kbnyakan pilihan, ga bs chat langsung! Ga ky e comm tetangga",2
1074,Maaf kak tapi kan aku download toped kenapa selalu ga bisa belanja jaringan selalu terputus padahal koneksi ku stabil tolong diperbaiki lagi,2
1075,Terimakasih tokped apk sangat membantu dan membuat saya menambah wawasan dan pengetahuan terimakasih,5
1076,"Terimakasih Tokopedia, skill academy dan prakerja lembaga pelatihan yg sangat berkualitas dan terpercaya. Materi yg diberikan sangat baik mudah di pahami dan sangat membantu untuk membuka peluang usaha baru. Semoga sukses selalu",5
1077,Dengan ada nya penjualan ini sangat berguna untuk semua masyarakat dan menambh wawasan dari penjualan,5
1078,"Terbaik untuk toko pedia, selalu ada barang yang di cari dan harga miring..,",5
1079,Terimakasih aplikasi Tokopedia membantu dalam akses pembelajaran kelas online untuk program kartu prakerja..,5
